report_id,report_type,report_start,report_end,report_revision,source_sha256,source_page,geography_type,geography_code,geography_label,offense_code,offense_label,period,statistic,value_unit,observation_year,comparison_year,comparison_lag_years,value_numeric,value_ratio,value_reported,calculated_value_numeric,calculation_status,quality_flag,null_reason,extraction_version,validation_status
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,last_7_days,percent_change,percent,2026,2025,1,,,*,,undefined_zero_denominator,,undefined_zero_denominator,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,last_28_days,count,count,2026,,,1,,1,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,last_28_days,count,count,2025,,,0,,0,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,last_28_days,percent_change,percent,2026,2025,1,,,*,,undefined_zero_denominator,,undefined_zero_denominator,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,count,count,2026,,,3,,3,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,count,count,2025,,,1,,1,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2025,1,200.0,2.0,200%,200.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2024,2,50.0,0.5,50%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2023,3,0.0,0.0,0%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2022,4,-67.0,-0.67,-67%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2021,5,-25.0,-0.25,-25%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,rape,Rape,year_to_date,percent_change,percent,2026,2020,6,-40.0,-0.4,-40%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_7_days,count,count,2026,,,2,,2,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_7_days,count,count,2025,,,6,,6,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_7_days,percent_change,percent,2026,2025,1,-67.0,-0.67,-67%,-66.666667,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_28_days,count,count,2026,,,13,,13,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_28_days,count,count,2025,,,20,,20,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,last_28_days,percent_change,percent,2026,2025,1,-35.0,-0.35,-35%,-35.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,count,count,2026,,,136,,136,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,count,count,2025,,,127,,127,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2025,1,7.0,0.07,7%,7.086614,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2024,2,24.0,0.24,24%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2023,3,8.0,0.08,8%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2022,4,3.0,0.03,3%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2021,5,15.0,0.15,15%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,robbery,Robbery,year_to_date,percent_change,percent,2026,2020,6,-18.0,-0.18,-18%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_7_days,count,count,2026,,,10,,10,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_7_days,count,count,2025,,,9,,9,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_7_days,percent_change,percent,2026,2025,1,11.0,0.11,11%,11.111111,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_28_days,count,count,2026,,,39,,39,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_28_days,count,count,2025,,,28,,28,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,last_28_days,percent_change,percent,2026,2025,1,39.0,0.39,39%,39.285714,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,count,count,2026,,,278,,278,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,count,count,2025,,,259,,259,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2025,1,7.0,0.07,7%,7.335907,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2024,2,17.0,0.17,17%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2023,3,1.0,0.01,1%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2022,4,20.0,0.2,20%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2021,5,-11.0,-0.11,-11%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,aggravated_assault,Agg. Assault,year_to_date,percent_change,percent,2026,2020,6,3.0,0.03,3%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_7_days,count,count,2026,,,5,,5,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_7_days,count,count,2025,,,6,,6,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_7_days,percent_change,percent,2026,2025,1,-17.0,-0.17,-17%,-16.666667,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_28_days,count,count,2026,,,20,,20,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_28_days,count,count,2025,,,41,,41,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,last_28_days,percent_change,percent,2026,2025,1,-51.0,-0.51,-51%,-51.219512,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,count,count,2026,,,226,,226,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,count,count,2025,,,244,,244,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2025,1,-7.0,-0.07,-7%,-7.377049,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2024,2,14.0,0.14,14%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2023,3,-5.0,-0.05,-5%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2022,4,-14.0,-0.14,-14%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2021,5,-18.0,-0.18,-18%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,burglary,Burglary,year_to_date,percent_change,percent,2026,2020,6,-33.0,-0.33,-33%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_7_days,count,count,2026,,,5,,5,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_7_days,count,count,2025,,,3,,3,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_7_days,percent_change,percent,2026,2025,1,67.0,0.67,67%,66.666667,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_28_days,count,count,2026,,,24,,24,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_28_days,count,count,2025,,,16,,16,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,last_28_days,percent_change,percent,2026,2025,1,50.0,0.5,50%,50.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,count,count,2026,,,146,,146,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,count,count,2025,,,156,,156,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2025,1,-6.0,-0.06,-6%,-6.410256,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2024,2,-12.0,-0.12,-12%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2023,3,-24.0,-0.24,-24%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2022,4,-28.0,-0.28,-28%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2021,5,-24.0,-0.24,-24%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,felony_theft,Felony Theft,year_to_date,percent_change,percent,2026,2020,6,9.0,0.09,9%,,not_checkable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,auto_theft,Auto Theft,last_7_days,count,count,2026,,,7,,7,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-23-r1,weekly_compstat,2026-08-17,2026-08-23,1,fe54528b953e0309dce168782fb9c8ad8591b9fdb5b68e976cd034b41b9741ad,1,citywide,citywide,Citywide,auto_theft,Auto Theft,last_7_days,count,count,2025,,,6,,6,,not_applicable,,,wilmington-compstat-v2,validated
