report_id,report_type,report_start,report_end,report_revision,source_sha256,source_page,geography_type,geography_code,geography_label,offense_code,offense_label,period,statistic,value_unit,observation_year,comparison_year,comparison_lag_years,value_numeric,value_ratio,value_reported,calculated_value_numeric,calculation_status,quality_flag,null_reason,extraction_version,validation_status
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_7_days,count,count,2026,,,0,,0,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_7_days,count,count,2025,,,1,,1,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_7_days,percent_change,percent,2026,2025,1,-100.0,-1.0,-100%,-100.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_28_days,count,count,2026,,,0,,0,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_28_days,count,count,2025,,,3,,3,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,last_28_days,percent_change,percent,2026,2025,1,-100.0,-1.0,-100%,-100.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,year_to_date,count,count,2026,,,7,,7,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,year_to_date,count,count,2025,,,10,,10,,not_applicable,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,year_to_date,percent_change,percent,2026,2025,1,-30.0,-0.3,-30%,-30.0,matched,,,wilmington-compstat-v2,validated
weekly-2026-08-16-r1,weekly_compstat,2026-08-10,2026-08-16,1,7d23f10cc3e90aaa48cbc3bc24227cb4b6b80a37030aa250dc8b08f3ed7f5917,1,citywide,citywide,Citywide,murder,Murder,year_to_date,percent_change,percent,2026,2024,2,-42.0,-0.42,-42%,,not_checkable,,,wilmington-compstat-v2,validated
